Book_ID,Title,Author,Genre,SubGenre,Publisher,Language,Pages,Publication_Year,Rating,Votes,Price,ISBN,Description,Cover_Image
184,The Dark River 184,Author 52,Mystery,AI,Publisher 27,Spanish,797,1995,4.8,32635,313,9901018520488,"A compelling mystery novel by Author 52 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
185,The Lost Legacy 185,Author 107,Programming,Epic,Publisher 2,French,356,1986,1.0,33379,595,8746124639930,"A compelling programming novel by Author 107 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
186,The Silent Empire 186,Author 44,Romance,Productivity,Publisher 2,Spanish,819,2014,4.9,4131,1123,4113104210291,"A compelling romance novel by Author 44 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
187,The Crimson Mind 187,Author 92,Mystery,Contemporary,Publisher 10,French,914,2013,1.2,31359,1695,5705098876081,"A compelling mystery novel by Author 92 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
188,The Bright Journey 188,Author 133,Mystery,Productivity,Publisher 27,Hindi,683,1987,4.6,49073,274,4321831924020,"A compelling mystery novel by Author 133 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
189,The Crimson Code 189,Author 71,Horror,Cyberpunk,Publisher 18,Urdu,461,2026,3.5,10829,1737,0173175419624,"A compelling horror novel by Author 71 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
190,The Crimson Secrets 190,Author 29,Romance,Python,Publisher 9,Spanish,682,2021,2.5,18723,1381,6545939674430,"A compelling romance novel by Author 29 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
191,The Hidden Legacy 191,Author 33,Mystery,Medieval,Publisher 16,Urdu,628,2014,1.6,44411,1331,6366969387589,"A compelling mystery novel by Author 33 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
192,The Hidden Empire 192,Author 43,Biography,AI,Publisher 5,English,268,2019,1.4,1950,559,4287187804852,"A compelling biography novel by Author 43 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
193,The Silent Code 193,Author 110,Poetry,Contemporary,Publisher 13,Urdu,284,2022,3.3,1170,861,2000201742878,"A compelling poetry novel by Author 110 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
194,The Infinite Future 194,Author 52,Science Fiction,Medieval,Publisher 26,French,348,2005,1.6,23383,1665,5612334073394,"A compelling science fiction novel by Author 52 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
195,The Dark Dreams 195,Author 64,Thriller,Contemporary,Publisher 8,Urdu,402,2005,4.5,26580,1386,2358680395717,"A compelling thriller novel by Author 64 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
196,The Emerald Dreams 196,Author 123,Science Fiction,Epic,Publisher 25,English,397,1986,1.6,31265,201,4839488931650,"A compelling science fiction novel by Author 123 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
197,The Hidden Future 197,Author 22,Thriller,AI,Publisher 28,Urdu,728,1990,4.5,26587,773,8379309453412,"A compelling thriller novel by Author 22 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
198,The Golden River 198,Author 113,Poetry,Cyberpunk,Publisher 22,Urdu,254,2003,4.3,24619,1275,9121546299756,"A compelling poetry novel by Author 113 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
199,The Golden Dreams 199,Author 98,Mystery,Cyberpunk,Publisher 23,Urdu,286,2012,4.8,2460,1572,2375526275817,"A compelling mystery novel by Author 98 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
200,The Bright Code 200,Author 46,Poetry,Python,Publisher 7,Hindi,133,1988,2.5,3229,1132,7934681958521,"A compelling poetry novel by Author 46 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
201,The Forgotten Dreams 201,Author 96,Romance,Cyberpunk,Publisher 7,English,522,1990,4.0,11510,724,5892979932763,"A compelling romance novel by Author 96 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
202,The Silent Legacy 202,Author 39,Health,Contemporary,Publisher 22,Hindi,511,1994,2.2,20098,1730,7800431725926,"A compelling health novel by Author 39 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
203,The Bright Dreams 203,Author 79,Fantasy,Productivity,Publisher 4,Spanish,379,2011,4.2,24061,1141,2212450015691,"A compelling fantasy novel by Author 79 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
204,The Lost Journey 204,Author 103,Business,AI,Publisher 13,French,451,2009,3.9,30749,1597,9581206063948,"A compelling business novel by Author 103 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
205,The Hidden Forest 205,Author 21,Mystery,Cozy,Publisher 10,English,132,2015,1.7,3652,268,8663851671844,"A compelling mystery novel by Author 21 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
206,The Crimson River 206,Author 30,Biography,Python,Publisher 23,English,303,2000,1.0,49528,309,3641050691896,"A compelling biography novel by Author 30 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
207,The Infinite River 207,Author 86,Young Adult,Contemporary,Publisher 8,French,390,1986,3.2,58,1069,5723514119365,"A compelling young adult novel by Author 86 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
208,The Bright Dreams 208,Author 18,Young Adult,Medieval,Publisher 28,Hindi,311,2010,4.5,32467,1647,8084891032988,"A compelling young adult novel by Author 18 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
209,The Infinite Legacy 209,Author 145,Drama,Gothic,Publisher 9,Urdu,178,1996,2.2,32577,1098,8237184964353,"A compelling drama novel by Author 145 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
210,The Crimson Secrets 210,Author 143,Programming,AI,Publisher 16,Urdu,553,1995,4.8,15427,1052,7018487041051,"A compelling programming novel by Author 143 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
211,The Hidden Legacy 211,Author 101,Young Adult,Productivity,Publisher 19,Spanish,138,1996,1.1,26042,665,7593162028802,"A compelling young adult novel by Author 101 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
212,The Dark Forest 212,Author 135,Romance,Medieval,Publisher 27,Hindi,552,2007,2.6,36351,1447,5708732531318,"A compelling romance novel by Author 135 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
213,The Bright Forest 213,Author 87,Health,Python,Publisher 22,Spanish,602,1986,4.6,7900,490,5187764112509,"A compelling health novel by Author 87 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
214,The Bright Journey 214,Author 81,Horror,Psychological,Publisher 19,French,162,2011,1.1,21265,1823,4505253416649,"A compelling horror novel by Author 81 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
215,The Emerald Secrets 215,Author 33,Historical,Gothic,Publisher 15,Hindi,814,2026,1.4,39482,1080,7561523731235,"A compelling historical novel by Author 33 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
216,The Infinite Empire 216,Author 99,Young Adult,Cozy,Publisher 25,Urdu,302,2007,2.1,20514,625,3302946168215,"A compelling young adult novel by Author 99 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
217,The Forgotten Future 217,Author 122,Self Help,Cozy,Publisher 15,Hindi,889,1990,4.9,6631,1212,8266138216530,"A compelling self help novel by Author 122 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
218,The Hidden River 218,Author 61,Thriller,Productivity,Publisher 23,Hindi,529,2006,4.0,24348,258,9817562979896,"A compelling thriller novel by Author 61 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
219,The Forgotten Journey 219,Author 30,Programming,Cozy,Publisher 29,Hindi,595,2004,4.2,35616,292,7580118996383,"A compelling programming novel by Author 30 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
220,The Silent Mind 220,Author 27,Historical,Medieval,Publisher 9,English,841,2026,3.9,19375,1217,1959780181898,"A compelling historical novel by Author 27 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
221,The Lost Journey 221,Author 50,Historical,Gothic,Publisher 3,Hindi,341,2005,2.6,16063,1609,8772553471740,"A compelling historical novel by Author 50 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
222,The Lost Secrets 222,Author 71,Programming,Productivity,Publisher 16,Spanish,711,1985,1.7,5293,1858,8638143959822,"A compelling programming novel by Author 71 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
223,The Silent Code 223,Author 76,Mystery,Cozy,Publisher 22,French,535,2014,3.8,13590,1836,4645757658818,"A compelling mystery novel by Author 76 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
224,The Forgotten Empire 224,Author 128,Technology,Psychological,Publisher 4,Spanish,568,2001,3.4,37285,1278,8599786824286,"A compelling technology novel by Author 128 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
225,The Silent Future 225,Author 57,Adventure,Cyberpunk,Publisher 21,French,595,2006,2.9,20582,957,9003067071776,"A compelling adventure novel by Author 57 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
226,The Silent River 226,Author 34,Programming,Medieval,Publisher 12,English,122,1994,1.9,43295,1368,4366932395183,"A compelling programming novel by Author 34 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
227,The Crimson Forest 227,Author 72,Historical,Medieval,Publisher 17,Urdu,424,1982,1.9,2420,1298,2432979682847,"A compelling historical novel by Author 72 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
228,The Dark Code 228,Author 44,Business,Cozy,Publisher 4,French,820,2026,2.7,35005,1627,9232802229810,"A compelling business novel by Author 44 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
229,The Hidden Forest 229,Author 63,Biography,Productivity,Publisher 22,English,774,2023,4.0,8427,1005,8161168280712,"A compelling biography novel by Author 63 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
230,The Forgotten Future 230,Author 138,Health,AI,Publisher 15,Urdu,631,2016,3.4,47704,1580,9486025355798,"A compelling health novel by Author 138 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
231,The Forgotten River 231,Author 149,Mystery,Epic,Publisher 3,English,322,1993,3.5,45009,776,6527067010841,"A compelling mystery novel by Author 149 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
232,The Hidden Future 232,Author 18,Philosophy,Gothic,Publisher 26,Hindi,409,2022,4.9,44042,877,4422412577934,"A compelling philosophy novel by Author 18 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
233,The Emerald Future 233,Author 61,Historical,Contemporary,Publisher 10,French,800,2017,1.2,16223,1063,6367515089414,"A compelling historical novel by Author 61 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
234,The Crimson Empire 234,Author 83,Programming,Python,Publisher 18,French,496,1997,2.1,9195,486,6900033926752,"A compelling programming novel by Author 83 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
235,The Bright Empire 235,Author 76,Technology,Cyberpunk,Publisher 20,French,135,2008,4.6,16228,1948,9401745761377,"A compelling technology novel by Author 76 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
236,The Forgotten Future 236,Author 123,Thriller,Python,Publisher 1,English,942,2021,2.3,28405,744,1982718415261,"A compelling thriller novel by Author 123 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
237,The Forgotten Future 237,Author 65,Historical,Epic,Publisher 17,English,477,2005,3.6,26408,1402,0903071427986,"A compelling historical novel by Author 65 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
238,The Forgotten Empire 238,Author 100,Children,AI,Publisher 12,Spanish,278,2020,4.9,47727,763,1141356667288,"A compelling children novel by Author 100 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
239,The Crimson Future 239,Author 36,Self Help,Psychological,Publisher 14,Spanish,948,1986,4.7,32138,551,0423837477689,"A compelling self help novel by Author 36 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
240,The Dark Code 240,Author 21,Science Fiction,Cyberpunk,Publisher 25,English,485,1996,4.7,16913,1888,5326943695484,"A compelling science fiction novel by Author 21 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
241,The Infinite Mind 241,Author 115,Children,Contemporary,Publisher 2,English,809,2016,1.7,28540,240,4339492366915,"A compelling children novel by Author 115 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
242,The Silent Secrets 242,Author 71,Business,Epic,Publisher 19,Urdu,742,2011,3.7,3928,1701,9463474061207,"A compelling business novel by Author 71 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
243,The Emerald Future 243,Author 119,Thriller,Python,Publisher 4,Urdu,135,2009,2.3,4231,1816,8555976668535,"A compelling thriller novel by Author 119 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
244,The Lost Journey 244,Author 51,Mystery,Epic,Publisher 26,Urdu,416,1981,1.8,21717,791,4598471144850,"A compelling mystery novel by Author 51 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
245,The Lost Empire 245,Author 136,Programming,Cyberpunk,Publisher 2,Spanish,846,1993,3.1,5739,1350,3557972550740,"A compelling programming novel by Author 136 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
246,The Forgotten Journey 246,Author 32,Fantasy,Contemporary,Publisher 13,English,124,2013,1.5,42614,487,5106489286191,"A compelling fantasy novel by Author 32 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
247,The Golden Mind 247,Author 126,Horror,Cozy,Publisher 11,French,915,1989,1.8,19505,1703,2473219758489,"A compelling horror novel by Author 126 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
248,The Bright River 248,Author 71,Adventure,Cozy,Publisher 2,Spanish,213,1981,5.0,8736,320,8089400079695,"A compelling adventure novel by Author 71 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
249,The Bright Code 249,Author 144,Thriller,Productivity,Publisher 14,Urdu,267,1986,1.1,11331,1729,4493881729842,"A compelling thriller novel by Author 144 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
250,The Forgotten Dreams 250,Author 95,Finance,Productivity,Publisher 23,Urdu,766,2016,3.4,18182,934,8851005012763,"A compelling finance novel by Author 95 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
251,The Infinite Legacy 251,Author 58,Children,Gothic,Publisher 9,English,528,1997,3.3,10662,1182,3826539750450,"A compelling children novel by Author 58 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
252,The Dark River 252,Author 113,Self Help,Cyberpunk,Publisher 17,English,198,2012,2.4,15774,394,6255004704980,"A compelling self help novel by Author 113 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
253,The Dark Code 253,Author 18,Self Help,Productivity,Publisher 25,French,714,1990,3.7,4704,1782,5281415435733,"A compelling self help novel by Author 18 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
254,The Dark Empire 254,Author 41,Historical,Python,Publisher 18,Spanish,168,1984,1.9,20915,1808,4230343460498,"A compelling historical novel by Author 41 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
255,The Hidden River 255,Author 146,Drama,Python,Publisher 1,Hindi,701,2005,1.4,24054,1766,2724820708753,"A compelling drama novel by Author 146 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
256,The Silent Secrets 256,Author 39,Historical,Cyberpunk,Publisher 24,English,165,1988,3.4,25220,492,8577177333603,"A compelling historical novel by Author 39 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
257,The Crimson Journey 257,Author 149,Health,Gothic,Publisher 20,Hindi,340,2016,2.2,44801,1488,1084829529833,"A compelling health novel by Author 149 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
258,The Infinite Journey 258,Author 149,Children,Epic,Publisher 6,Hindi,394,2005,3.0,7147,1127,6899909722483,"A compelling children novel by Author 149 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
259,The Crimson Mind 259,Author 90,Horror,Psychological,Publisher 20,Urdu,842,1996,3.3,7923,1958,0181454276538,"A compelling horror novel by Author 90 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
260,The Dark Forest 260,Author 63,Business,Psychological,Publisher 2,Urdu,294,2016,2.6,26257,1919,7452870043226,"A compelling business novel by Author 63 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
261,The Dark Empire 261,Author 38,Business,Productivity,Publisher 11,Spanish,223,1998,4.2,16620,1516,4457725030689,"A compelling business novel by Author 38 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
262,The Lost River 262,Author 121,Biography,Psychological,Publisher 5,English,591,2010,4.8,26874,1022,6394639174628,"A compelling biography novel by Author 121 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
263,The Infinite Forest 263,Author 126,Mystery,Psychological,Publisher 6,Spanish,511,1997,2.5,19486,1343,1386016847977,"A compelling mystery novel by Author 126 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
264,The Crimson Secrets 264,Author 83,Science Fiction,Psychological,Publisher 8,Urdu,798,1985,5.0,3045,1701,7776934986337,"A compelling science fiction novel by Author 83 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
265,The Dark River 265,Author 79,Mystery,Python,Publisher 7,Urdu,484,2019,3.5,16082,1042,7327726187693,"A compelling mystery novel by Author 79 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
266,The Hidden River 266,Author 55,Drama,Epic,Publisher 21,English,911,2021,3.2,48293,790,8145600681228,"A compelling drama novel by Author 55 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
267,The Infinite Secrets 267,Author 146,Finance,Gothic,Publisher 29,Hindi,944,2011,3.8,46770,1112,4058617880706,"A compelling finance novel by Author 146 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
268,The Bright Legacy 268,Author 38,Biography,Productivity,Publisher 27,Hindi,439,2015,2.1,26123,1452,6285170662885,"A compelling biography novel by Author 38 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
269,The Silent Secrets 269,Author 120,Finance,Contemporary,Publisher 23,Hindi,622,2005,1.2,31375,1493,2040924785310,"A compelling finance novel by Author 120 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
270,The Dark Mind 270,Author 65,Adventure,Python,Publisher 6,Spanish,156,1983,1.0,4318,1716,2271029966270,"A compelling adventure novel by Author 65 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
271,The Dark Legacy 271,Author 113,Drama,Epic,Publisher 15,Spanish,240,1997,3.6,32152,638,6134193554378,"A compelling drama novel by Author 113 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
272,The Infinite Code 272,Author 145,Programming,Contemporary,Publisher 18,Spanish,574,2025,1.7,32512,1170,4854133767566,"A compelling programming novel by Author 145 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
273,The Bright Mind 273,Author 15,Science Fiction,Medieval,Publisher 21,Hindi,267,2003,2.9,16767,1953,9794769057101,"A compelling science fiction novel by Author 15 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
274,The Golden Mind 274,Author 62,Poetry,Medieval,Publisher 30,Urdu,713,2010,3.0,39297,1764,1170539283730,"A compelling poetry novel by Author 62 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
275,The Lost River 275,Author 149,Young Adult,Epic,Publisher 29,Urdu,371,1990,2.8,705,490,9116907614152,"A compelling young adult novel by Author 149 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
276,The Crimson Empire 276,Author 108,Young Adult,Gothic,Publisher 3,French,501,1981,1.3,9218,1912,8926734984662,"A compelling young adult novel by Author 108 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
277,The Lost Journey 277,Author 122,Business,Contemporary,Publisher 5,English,618,2016,2.9,34318,1093,0480401375002,"A compelling business novel by Author 122 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
278,The Crimson Empire 278,Author 61,Historical,Cyberpunk,Publisher 11,French,218,2015,1.8,37523,1042,5994135586090,"A compelling historical novel by Author 61 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
279,The Infinite Legacy 279,Author 61,Technology,Gothic,Publisher 20,French,160,2024,3.3,31263,1361,8586306096572,"A compelling technology novel by Author 61 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
280,The Lost Empire 280,Author 7,Fantasy,Epic,Publisher 14,Urdu,364,1998,4.2,44080,1970,6772244059724,"A compelling fantasy novel by Author 7 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
281,The Golden Journey 281,Author 18,Health,Medieval,Publisher 26,Urdu,671,2004,4.9,18665,882,9727910507677,"A compelling health novel by Author 18 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
282,The Hidden Future 282,Author 30,Technology,Cyberpunk,Publisher 26,Urdu,937,2026,3.8,5253,497,4310790075910,"A compelling technology novel by Author 30 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
283,The Crimson Dreams 283,Author 77,Historical,Productivity,Publisher 14,French,305,1992,4.7,24476,765,4108414711833,"A compelling historical novel by Author 77 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
284,The Infinite Future 284,Author 94,Children,Medieval,Publisher 8,French,250,2017,2.1,43774,1029,7444574139078,"A compelling children novel by Author 94 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
285,The Lost River 285,Author 49,Young Adult,Medieval,Publisher 11,English,512,1987,2.0,35624,1439,8775009093855,"A compelling young adult novel by Author 49 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
286,The Golden Forest 286,Author 67,Fantasy,Medieval,Publisher 5,Urdu,715,1990,4.3,37462,872,5631315035745,"A compelling fantasy novel by Author 67 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
287,The Silent Journey 287,Author 7,Horror,Contemporary,Publisher 19,Urdu,745,2016,2.7,36769,458,6026532212729,"A compelling horror novel by Author 7 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
288,The Silent River 288,Author 131,Young Adult,Gothic,Publisher 7,English,153,2024,4.6,22711,302,4380205774199,"A compelling young adult novel by Author 131 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
289,The Emerald Forest 289,Author 131,Romance,AI,Publisher 6,French,526,1986,2.9,4985,642,9270858548872,"A compelling romance novel by Author 131 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
290,The Hidden Mind 290,Author 111,Finance,Contemporary,Publisher 12,Hindi,767,2013,1.5,16313,952,9016753450236,"A compelling finance novel by Author 111 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
291,The Bright Journey 291,Author 82,Poetry,Python,Publisher 16,Urdu,198,2017,4.9,9887,1157,7216707360521,"A compelling poetry novel by Author 82 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
292,The Crimson Secrets 292,Author 118,Mystery,Gothic,Publisher 21,English,400,1994,2.7,14535,965,7012804326840,"A compelling mystery novel by Author 118 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
293,The Dark Empire 293,Author 29,Philosophy,Cozy,Publisher 9,English,933,2019,4.7,43460,292,7119629924743,"A compelling philosophy novel by Author 29 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
294,The Silent Code 294,Author 5,Science Fiction,Psychological,Publisher 17,Hindi,541,1986,3.8,22765,789,9595233232852,"A compelling science fiction novel by Author 5 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
295,The Bright Dreams 295,Author 100,Drama,Python,Publisher 29,French,668,2012,3.9,8608,1709,4026286260981,"A compelling drama novel by Author 100 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
296,The Emerald Future 296,Author 19,Science Fiction,Gothic,Publisher 3,French,593,1991,4.7,41561,383,0867133899219,"A compelling science fiction novel by Author 19 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
297,The Hidden Dreams 297,Author 124,Fantasy,Python,Publisher 4,English,327,1989,1.1,8858,1462,3749367658548,"A compelling fantasy novel by Author 124 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
298,The Golden Code 298,Author 46,Biography,Epic,Publisher 5,Urdu,285,2008,1.8,31446,715,3358428305312,"A compelling biography novel by Author 46 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
299,The Infinite Mind 299,Author 55,Biography,Epic,Publisher 7,Urdu,822,1989,1.0,34021,1360,1928032884875,"A compelling biography novel by Author 55 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
300,The Hidden Future 300,Author 133,Young Adult,Productivity,Publisher 18,Hindi,318,2008,1.4,11604,1650,9685272225275,"A compelling young adult novel by Author 133 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
301,The Dark Legacy 301,Author 147,Poetry,Cyberpunk,Publisher 17,Hindi,897,2000,3.4,33016,473,5440103972820,"A compelling poetry novel by Author 147 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
302,The Crimson Future 302,Author 20,Mystery,Gothic,Publisher 11,Spanish,603,1986,3.6,42610,1075,6665058744305,"A compelling mystery novel by Author 20 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
303,The Silent Forest 303,Author 93,Finance,Medieval,Publisher 3,Hindi,368,1986,4.9,10884,1080,1890138598576,"A compelling finance novel by Author 93 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
304,The Golden Mind 304,Author 133,Biography,AI,Publisher 28,English,820,1989,2.7,34138,609,5026048866401,"A compelling biography novel by Author 133 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
305,The Silent River 305,Author 15,Poetry,Medieval,Publisher 29,Hindi,766,2014,1.1,22645,1454,9513556803462,"A compelling poetry novel by Author 15 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
306,The Bright Future 306,Author 147,Young Adult,Productivity,Publisher 20,Spanish,393,2018,4.7,1124,473,8815300304479,"A compelling young adult novel by Author 147 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
307,The Emerald Empire 307,Author 132,Self Help,Psychological,Publisher 20,French,550,2011,4.2,19577,674,8644370516391,"A compelling self help novel by Author 132 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
308,The Dark Dreams 308,Author 140,Historical,Psychological,Publisher 16,Hindi,331,2012,3.7,25643,770,1616080015592,"A compelling historical novel by Author 140 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
